image_name,bb_x1,bb_y1,bb_x2,bb_y2,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,score,fold-1,fold-2,fold-3,fold-4,fold-5
22q11DSSlide28.png,97.004,51.558,377.575,439.939,189.478,241.211,320.116,240.386,267.9,304.759,213.124,373.66,305.443,371.977,0.69,train,train,train,val,train
22q11DSSlide29.png,96.593,8.245,513.462,469.094,185.46,232.716,370.497,228.845,259.948,275.835,207.315,385.032,343.383,381.191,0.795,train,val,train,train,train
22q11DSSlide30.png,116.01,91.17,395.078,448.952,193.308,238.377,317.866,239.866,254.415,299.109,209.914,367.219,299.363,368.713,0.77,train,train,val,train,train
22q11DSSlide31.png,110.247,103.104,408.011,405.115,189.12,246.602,318.899,244.051,254.463,293.845,215.532,351.642,308.122,348.961,0.699,val,train,train,train,train
22q11DSSlide32.png,115.982,96.214,375.659,410.011,192.369,244.915,315.961,244.222,261.188,303.749,217.647,363.745,300.104,361.764,0.686,train,val,train,train,train
22q11DSSlide33.png,113.631,139.43,443.561,471.26,214.775,349.389,312.236,241.624,315.292,357.674,300.833,423.21,395.337,334.799,0.731,train,train,train,val,train
22q11DSSlide34.png,124.618,104.003,385.953,435.657,193.418,242.206,313.866,242.964,253.065,294.584,209.728,356.179,302.898,355.836,0.782,val,train,train,train,train
22q11DSSlide35.png,140.199,95.342,430.265,455.882,188.355,238.52,320.036,243.196,236.937,324.589,206.481,365.932,321.555,370.204,0.762,train,train,val,train,train
22q11DSSlide36.png,117.63,56.127,440.418,461.457,242.716,247.605,383.463,256.118,324.065,336.089,242.117,376.168,347.211,384.433,0.705,train,train,train,train,val
22q11DSSlide37.png,92.197,93.667,390.393,459.472,188.026,244.115,323.075,239.371,265.876,328.209,194.812,363.349,311.88,359.735,0.685,train,val,train,train,train
22q11DSSlide38.png,73.966,110.092,374.951,447.71,192.626,245.151,326.146,245.761,280.72,312.706,202.167,366.732,311.393,366.628,0.748,train,train,val,train,train
22q11DSSlide39.png,112.119,136.567,389.67,425.538,194.59,240.986,318.958,241.615,260.41,302.754,205.94,349.514,302.234,350.625,0.834,train,train,train,train,val
22q11DSSlide40.png,61.14,78.44,345.977,447.175,198.865,240.492,309.367,237.277,290.928,307.158,227.242,382.246,303.993,378.873,0.683,train,train,train,val,train
22q11DSSlide41.png,112.239,67.841,397.312,442.666,188.182,239.708,320.453,241.536,253.443,313.716,206.286,369.728,299.098,371.072,0.823,val,train,train,train,train
22q11DSSlide42.png,129.559,135.953,424.604,435.397,192.872,269.219,323.271,247.167,259.496,327.737,233.735,392.538,318.919,375.438,0.746,train,train,val,train,train
22q11DSSlide43.png,119.263,94.762,394.334,437.855,190.505,244.294,319.684,241.16,255.385,312.06,209.945,365.814,301.895,363.163,0.746,train,train,train,train,val
22q11DSSlide44.png,59.259,57.564,418.05,498.665,179.937,255.005,333.998,234.998,284.37,307.828,223.668,399.929,344.689,380.806,0.827,train,val,train,train,train
22q11DSSlide45.png,70.03,57.305,374.383,476.24,191.678,237.377,321.257,241.27,281.784,295.701,200.805,367.827,312.599,370.672,0.763,train,train,train,val,train
22q11DSSlide46.png,109.785,131.184,387.585,450.335,191.372,242.246,324.258,242.969,263.813,313.621,204.517,365.531,308.643,365.842,0.798,train,train,train,val,train
22q11DSSlide47.png,130.211,85.479,397.392,422.03,191.061,241.445,318.204,241.958,249.302,312.694,207.732,365.651,298.364,366.164,0.816,val,train,train,train,train
22q11DSSlide48.png,120.424,93.087,379.624,448.536,193.653,240.497,318.691,242.259,260.457,297.531,216.843,373.781,300.567,374.205,0.79,train,train,train,val,train
22q11DSSlide49.png,128.126,98.794,387.086,434.979,192.561,239.025,318.12,240.593,255.137,295.79,199.167,353.822,315.847,353.707,0.826,train,train,val,train,train
22q11DSSlide50.png,114.73,76.817,376.829,407.163,191.964,239.844,317.143,240.98,260.296,302.479,215.003,360.694,294.353,359.82,0.706,train,train,val,train,train
22q11DSSlide53.png,119.524,87.307,386.425,432.962,192.414,242.878,317.347,243.47,256.705,308.877,208.347,359.794,305.323,359.177,0.853,train,val,train,train,train
22q11DSSlide54.png,115.027,89.209,395.642,453.279,191.767,240.348,320.412,240.267,257.151,308.72,216.068,380.637,300.272,380.366,0.765,train,val,train,train,train
22q11DSSlide55.png,121.402,106.818,395.949,412.194,190.704,242.82,315.289,240.914,251.031,286.747,214.363,351.469,295.687,349.534,0.805,val,train,train,train,train
22q11DSSlide56.png,123.099,69.945,403.997,463.874,191.805,239.057,322.634,238.82,254.074,303.026,203.198,370.449,314.614,369.932,0.799,train,train,train,val,train
22q11DSSlide57.png,113.651,72.641,407.753,445.886,188.222,239.745,322.606,239.589,253.044,295.342,213.649,374.912,302.265,374.039,0.829,train,train,train,train,val
22q11DSSlide58.png,43.132,25.952,391.068,451.667,187.976,237.218,340.338,247.207,296.006,297.237,217.161,376.017,323.44,382.239,0.729,val,train,train,train,train
22q11DSSlide59.png,76.903,64.328,386.258,435.136,186.787,238.006,330.845,243.089,278.096,289.243,217.088,369.989,317.462,372.056,0.7,train,train,train,train,val
22q11DSSlide60.png,124.761,98.024,394.61,465.446,191.789,239.066,321.158,237.583,253.548,307.389,202.5,365.585,303.187,366.234,0.813,val,train,train,train,train
22q11DSSlide61.png,101.105,85.628,378.5,473.389,193.786,237.708,319.77,236.324,269.787,318.419,213.109,381.36,309.073,379.16,0.757,train,train,train,val,train
22q11DSSlide62.png,122.688,75.865,387.585,451.751,192.041,240.344,322.368,236.511,259.908,318.47,211.472,380.944,302.79,378.02,0.8,train,train,train,train,val
22q11DSSlide63.png,-2.096,124.96,482.097,469.338,214.31,424.818,189.9,250.084,294.686,380.158,393.092,391.011,389.753,241.198,0.776,train,val,train,train,train
22q11DSSlide64.png,121.75,114.546,394.784,445.109,193.5,239.673,322.439,236.221,258.64,321.771,215.076,381.157,299.245,378.607,0.743,train,train,val,train,train
22q11DSSlide65.png,103.163,62.87,373.457,430.849,189.601,240.312,316.902,238.833,263.255,318.887,213.626,374.72,297.569,373.645,0.699,train,train,val,train,train
22q11DSSlide66.png,78.277,79.318,456.958,503.783,186.135,240.275,358.207,263.1,263.56,380.895,188.429,421.297,294.641,440.694,0.741,train,train,val,train,train
22q11DSSlide67.png,129.189,50.633,406.322,444.111,193.03,240.076,325.465,240.349,254.578,314.858,219.712,379.582,299.722,379.839,0.766,train,val,train,train,train
22q11DSSlide68.png,138.822,113.993,400.258,428.439,192.336,240.363,317.967,240.282,245.711,296.996,214.838,361.916,300.595,362.297,0.749,train,train,train,val,train
22q11DSSlide69.png,118.366,79.132,380.996,424.574,193.571,238.079,320.815,241.426,261.216,310.187,213.912,371.196,298.284,372.835,0.821,val,train,train,train,train
22q11DSSlide70.png,110.918,56.033,412.046,422.489,180.49,243.039,322.794,234.372,249.497,288.031,210.213,360.756,306.857,354.421,0.668,train,train,train,train,val
22q11DSSlide71.png,115.162,56.667,400.481,420.832,193.074,240.118,318.608,239.909,255.667,302.823,218.717,360.206,300.002,359.436,0.739,train,val,train,train,train
22q11DSSlide72.png,118.585,109.247,392.741,451.708,195.887,238.916,318.635,239.085,258.087,313.408,219.291,376.977,291.471,377.111,0.786,val,train,train,train,train
22q11DSSlide73.png,119.404,81.479,390.502,445.584,194.849,241.196,324.539,244.809,261.519,300.575,206.078,367.799,309.393,369.921,0.843,train,train,train,val,train
22q11DSSlide74.png,137.123,87.819,418.182,408.272,191.143,242.756,318.864,241.818,243.037,292.624,205.348,355.04,300.714,355.208,0.73,train,train,train,train,val
22q11DSSlide75.png,128.183,80.8,388.514,442.829,188.148,241.579,316.206,240.753,249.518,285.61,214.195,370.065,294.907,368.268,0.85,val,train,train,train,train
22q11DSSlide76.png,106.582,84.946,365.187,437.276,194.78,241.229,316.97,241.677,267.659,324.891,214.378,379.8,296.625,380.021,0.785,train,train,val,train,train
22q11DSSlide77.png,109.949,82.544,370.442,435.487,193.325,243.718,316.198,244.871,265.042,302.904,214.126,371.87,302.542,371.104,0.801,train,val,train,train,train
22q11DSSlide78.png,149.513,100.99,385.034,438.246,199.901,241.45,313.435,239.928,249.566,310.048,216.753,376.875,291.065,376.118,0.741,train,train,train,val,train
22q11DSSlide79.png,119.615,74.206,372.438,424.829,192.547,245.57,318.807,238.848,264.856,322.28,207.716,365.64,310.629,358.888,0.784,val,train,train,train,train
22q11DSSlide80.png,109.787,95.626,409.076,444.299,189.384,243.006,324.308,235.987,258.573,304.144,217.849,372.189,306.971,367.165,0.736,val,train,train,train,train
22q11DSSlide81.png,133.871,70.517,382.367,446.977,186.528,239.065,317.007,238.258,246.41,306.328,204.415,374.951,292.103,375.002,0.854,train,train,train,train,val
22q11DSSlide82.png,136.489,105.079,424.981,435.138,190.692,236.748,324.943,241.285,243.123,313.23,209.512,372.757,300.32,377.28,0.693,train,val,train,train,train
22q11DSSlide84.png,106.296,126.054,392.243,433.778,190.596,242.789,325.619,243.629,264.114,312.947,216.444,373.361,296.645,373.39,0.602,train,train,val,train,train
22q11DSSlide85.png,136.959,107.632,394.819,422.348,191.659,241.443,319.631,241.842,248.511,310.504,214.608,370.391,294.429,371.116,0.727,train,train,train,val,train
22q11DSSlide86.png,122.673,90.031,393.892,403.667,189.131,242.597,315.195,239.994,250.854,294.084,212.94,350.249,300.531,347.446,0.748,train,train,train,train,val
22q11DSSlide87.png,121.348,79.338,373.542,430.358,196.262,239.076,317.689,243.34,261.531,288.075,216.124,362.119,297.544,363.874,0.867,train,train,val,train,train
22q11DSSlide88.png,95.781,78.248,361.605,432.78,193.649,241.969,317.745,243.399,272.782,305.853,217.941,364.246,305.024,363.712,0.839,train,val,train,train,train
22q11DSSlide89.png,107.081,82.056,393.654,426.86,189.021,242.406,318.825,241.484,259.983,294.963,221.237,369.724,306.244,367.25,0.794,train,train,train,train,val
22q11DSSlide90.png,121.807,103.662,399.0,428.801,189.19,240.835,322.787,241.605,254.114,291.316,215.865,368.524,305.133,368.315,0.794,train,train,val,train,train
22q11DSSlide91.png,108.774,66.018,465.598,466.713,181.921,258.645,348.294,259.873,250.589,335.129,203.593,398.203,321.61,400.095,0.705,train,train,train,val,train
22q11DSSlide92.png,129.535,90.084,412.297,442.153,183.243,267.071,320.224,263.379,240.317,304.156,204.857,382.021,300.655,379.313,0.715,val,train,train,train,train
22q11DSSlide93.png,104.784,67.157,391.527,421.873,184.898,241.91,320.003,244.148,256.787,303.719,211.809,368.028,298.093,368.024,0.679,train,val,train,train,train
22q11DSSlide94.png,124.532,121.938,381.178,474.324,193.661,241.259,320.263,241.096,260.74,317.721,204.027,371.1,313.36,370.551,0.868,train,train,val,train,train
22q11DSSlide95.png,118.054,104.755,394.304,452.655,189.442,239.098,322.14,240.751,256.092,322.793,194.974,371.551,315.289,373.469,0.831,train,train,train,val,train
22q11DSSlide96.png,125.634,94.715,373.458,407.237,194.373,243.413,318.475,245.392,262.379,293.519,214.286,342.074,309.692,341.571,0.827,train,val,train,train,train
22q11DSSlide97.png,141.385,143.927,350.51,434.53,190.278,245.669,314.069,245.228,256.091,309.894,204.17,357.169,304.742,355.704,0.895,train,val,train,train,train
22q11DSSlide98.png,132.901,70.148,358.409,440.379,200.708,239.544,310.816,236.176,263.285,318.457,223.888,379.552,293.942,376.409,0.811,train,train,train,train,val
22q11DSSlide99.png,130.188,90.153,403.18,436.967,193.866,242.008,333.851,242.278,260.842,290.835,217.554,365.63,306.671,366.644,0.8,val,train,train,train,train
22q11DSSlide100.png,128.781,86.208,422.255,444.924,188.911,241.41,317.66,241.4,240.266,311.826,207.341,369.116,301.363,369.391,0.738,train,train,train,val,train
22q11DSSlide101.png,135.518,95.725,389.266,409.259,193.56,240.973,317.832,241.166,252.739,301.541,211.086,349.934,309.364,348.843,0.819,train,train,train,train,val
22q11DSSlide102.png,119.85,86.386,403.791,436.436,190.243,241.431,319.029,237.828,250.938,297.599,215.158,367.328,295.765,364.646,0.813,train,val,train,train,train
22q11DSSlide103.png,90.718,64.285,435.074,467.689,188.589,251.866,343.362,252.713,268.77,328.272,218.796,396.226,320.694,396.961,0.745,train,train,train,val,train
22q11DSSlide104.png,128.581,78.328,430.377,447.429,192.724,246.032,338.428,252.688,254.756,318.569,210.255,381.969,303.875,387.853,0.775,train,train,train,train,val
22q11DSSlide106.png,120.165,65.15,384.797,438.369,192.258,240.204,317.504,237.483,257.775,309.343,210.574,372.827,303.678,369.804,0.849,train,train,val,train,train
22q11DSSlide107.png,101.288,126.111,389.848,446.365,187.826,238.603,321.228,235.855,262.344,319.627,211.797,382.235,295.394,379.425,0.676,train,val,train,train,train
22q11DSSlide108.png,124.658,78.159,388.575,462.572,191.564,240.772,316.963,242.524,253.978,290.532,215.569,375.782,300.984,376.175,0.793,val,train,train,train,train
22q11DSSlide109.png,125.312,98.416,372.689,443.222,195.83,239.848,316.283,241.772,260.629,291.121,215.738,367.981,296.85,368.866,0.789,train,train,train,val,train
22q11DSSlide110.png,132.037,99.661,382.19,421.775,192.44,243.23,318.06,241.939,256.074,311.835,217.258,374.965,297.972,372.572,0.824,train,train,train,val,train
22q11DSSlide111.png,118.432,92.875,387.444,427.19,190.194,239.559,317.79,240.666,255.159,304.056,214.833,363.711,295.597,364.268,0.838,val,train,train,train,train
22q11DSSlide112.png,109.172,101.5,386.439,445.374,190.629,237.793,319.693,243.314,259.31,281.962,210.746,360.388,302.879,364.108,0.807,train,val,train,train,train
22q11DSSlide113.png,136.855,93.392,394.865,419.249,194.041,238.8,319.051,237.427,251.429,291.227,214.439,364.543,297.941,362.95,0.786,train,train,val,train,train
22q11DSSlide114.png,136.902,93.538,403.318,438.811,188.572,243.075,318.286,239.152,243.146,281.984,204.477,372.808,296.488,369.5,0.781,train,train,train,train,val
22q11DSSlide115.png,120.597,97.288,393.582,438.122,190.914,249.795,321.589,249.482,255.252,287.36,213.06,368.702,299.297,368.454,0.806,train,val,train,train,train
22q11DSSlide116.png,120.027,75.091,396.897,412.162,189.676,243.924,321.778,243.268,256.126,322.282,217.801,369.855,297.083,369.492,0.698,train,train,val,train,train
22q11DSSlide117.png,101.536,47.722,382.0,436.272,188.098,240.652,319.714,241.009,261.968,314.796,210.472,372.617,303.318,370.996,0.692,train,train,train,val,train
22q11DSSlide118.png,118.591,55.024,396.491,430.628,187.937,240.128,318.975,237.492,253.817,313.307,215.352,375.013,298.533,371.891,0.742,val,train,train,train,train
22q11DSSlide119.png,137.395,63.625,393.484,430.792,190.794,239.355,314.941,237.62,246.494,297.755,212.403,368.595,295.492,366.718,0.825,train,train,val,train,train
22q11DSSlide120.png,138.555,76.993,384.292,427.341,192.902,243.101,316.518,240.553,252.63,303.632,198.037,354.038,316.25,350.447,0.871,train,train,train,train,val
22q11DSSlide121.png,145.042,73.251,405.866,463.959,192.116,241.311,314.316,235.442,239.949,299.63,206.022,384.064,297.152,379.17,0.805,train,val,train,train,train
22q11DSSlide122.png,136.347,101.822,385.264,431.078,194.281,242.384,317.637,241.175,253.257,291.357,207.521,361.37,304.987,359.694,0.863,train,train,train,val,train
22q11DSSlide123.png,120.285,86.913,405.024,427.492,185.05,238.583,324.478,233.654,252.928,281.277,209.529,359.517,310.919,355.244,0.815,train,val,train,train,train
22q11DSSlide124.png,118.124,86.086,434.063,440.778,190.091,245.729,346.896,253.823,260.322,312.18,204.682,376.147,311.717,383.199,0.753,train,train,val,train,train
22q11DSSlide125.png,120.918,65.42,425.407,449.156,182.702,240.919,321.46,237.922,240.364,304.426,202.849,378.448,298.489,376.049,0.792,train,train,train,train,val
22q11DSSlide126.png,130.512,69.891,395.356,437.368,191.289,240.75,323.212,240.087,253.907,302.163,215.679,373.331,300.731,372.295,0.848,val,train,train,train,train
22q11DSSlide127.png,118.924,81.039,375.566,429.801,193.888,238.43,319.113,240.615,262.092,296.677,216.085,367.142,301.886,366.835,0.835,train,train,train,val,train
22q11DSSlide128.png,110.913,89.325,469.508,509.05,225.746,241.906,369.055,308.693,256.626,320.77,171.896,377.656,287.225,433.971,0.779,train,train,train,train,val
22q11DSSlide129.png,121.938,113.915,375.464,415.736,196.656,242.257,319.923,247.797,263.903,284.022,215.935,350.534,304.439,354.064,0.808,train,val,train,train,train
22q11DSSlide130.png,121.834,86.834,413.674,459.363,191.886,241.093,320.536,241.152,248.583,288.732,204.295,364.233,305.558,364.388,0.716,train,train,train,train,val
22q11DSSlide131.png,100.906,71.387,383.718,432.838,191.422,238.249,319.726,242.666,264.413,295.562,219.014,366.495,302.376,368.129,0.784,train,val,train,train,train
22q11DSSlide132.png,118.382,73.191,382.439,425.63,193.758,241.673,320.133,239.123,262.181,306.144,217.308,362.597,297.149,359.275,0.787,val,train,train,train,train
22q11DSSlide133.png,131.359,122.299,405.069,402.888,191.69,242.741,316.531,243.094,244.948,303.303,210.132,346.619,301.181,346.9,0.768,train,train,val,train,train
22q11DSSlide134.png,123.943,99.492,431.274,436.768,183.659,249.119,325.868,240.789,245.283,315.603,208.695,382.175,303.904,376.394,0.679,train,train,train,val,train
22q11DSSlide135.png,102.843,96.613,396.641,433.759,189.01,241.886,319.843,243.901,256.728,300.267,202.999,357.8,302.833,359.11,0.75,val,train,train,train,train
22q11DSSlide136.png,105.392,100.267,424.17,432.81,193.699,253.151,336.988,256.92,265.776,298.851,220.637,370.724,316.42,373.628,0.693,train,train,train,val,train
22q11DSSlide137.png,106.124,55.022,386.982,440.05,188.661,242.819,319.122,240.026,260.824,315.04,202.454,365.624,310.647,362.099,0.778,train,val,train,train,train
22q11DSSlide138.png,105.528,94.922,385.157,417.524,192.204,240.796,316.245,242.584,261.333,288.759,215.338,358.255,299.267,358.398,0.759,train,train,train,train,val
22q11DSSlide139.png,117.82,90.913,387.627,420.345,191.799,242.231,320.11,242.94,258.96,308.139,217.533,368.014,297.878,367.999,0.748,train,train,val,train,train
22q11DSSlide140.png,106.08,85.623,389.727,452.216,190.135,241.93,321.572,242.432,261.668,291.816,204.753,365.469,310.193,364.997,0.754,train,train,train,train,val
22q11DSSlide141.png,117.35,70.303,381.628,442.142,193.082,244.45,319.495,242.092,262.29,311.986,218.578,378.573,300.356,375.526,0.789,train,val,train,train,train
22q11DSSlide142.png,102.599,95.154,381.689,428.332,188.933,245.173,321.11,246.935,264.87,301.293,210.574,361.999,307.245,361.582,0.742,train,train,val,train,train
22q11DSSlide143.png,116.57,91.492,401.388,415.294,193.105,240.75,316.206,242.045,251.927,281.758,209.613,344.971,300.767,346.234,0.773,val,train,train,train,train
22q11DSSlide144.png,127.441,77.562,405.083,412.102,187.923,240.773,320.665,239.848,249.334,304.721,215.979,364.08,300.173,362.693,0.665,train,train,train,val,train
22q11DSSlide145.png,106.051,69.783,387.409,435.374,189.77,240.28,319.728,239.817,261.408,303.205,218.183,373.422,299.862,371.44,0.78,train,train,train,val,train
22q11DSSlide146.png,123.797,84.493,384.369,450.83,192.677,244.989,317.901,243.442,258.482,303.5,206.225,357.633,314.309,355.421,0.774,train,train,val,train,train
22q11DSSlide147.png,130.158,72.969,396.843,430.72,189.74,241.69,318.282,238.29,250.32,306.999,199.423,362.585,310.693,359.838,0.863,val,train,train,train,train
22q11DSSlide148.png,128.504,79.605,384.812,432.851,194.309,241.613,319.242,238.079,259.646,319.368,218.855,379.191,300.899,376.066,0.787,train,train,val,train,train
22q11DSSlide149.png,120.673,92.562,383.889,429.791,192.128,242.213,318.215,241.59,257.438,302.087,212.819,369.474,298.86,368.316,0.836,train,train,train,train,val
22q11DSSlide151.png,134.248,76.94,408.515,446.551,191.123,240.24,321.969,238.49,247.914,308.116,207.562,367.61,308.746,366.624,0.788,train,val,train,train,train
22q11DSSlide152.png,118.865,95.95,378.237,419.76,191.837,241.653,318.767,241.137,260.591,301.312,204.579,359.614,308.831,357.262,0.845,val,train,train,train,train
22q11DSSlide154.png,128.349,85.771,398.139,434.078,196.802,240.07,319.498,240.764,255.017,300.161,218.306,366.327,299.808,366.819,0.824,train,val,train,train,train
22q11DSSlide155.png,126.046,103.591,396.133,445.472,191.264,242.078,318.055,240.887,250.971,315.863,208.425,366.143,303.339,365.348,0.68,train,train,train,val,train
22q11DSSlide156.png,127.502,76.915,415.072,436.551,190.203,241.739,320.675,240.887,246.773,299.787,209.651,364.273,305.823,363.244,0.788,train,train,train,train,val
22q11DSSlide157.png,141.189,81.144,443.676,469.147,192.159,242.221,320.783,239.446,230.243,303.575,205.193,375.354,300.28,374.304,0.743,train,val,train,train,train
22q11DSSlide158.png,58.277,73.536,363.401,446.956,191.27,239.789,318.959,246.284,285.103,295.806,212.397,366.447,302.48,370.958,0.686,val,train,train,train,train
22q11DSSlide159.png,134.205,75.459,448.593,478.734,184.311,240.402,318.946,238.133,226.939,321.203,202.025,381.833,313.812,380.207,0.725,train,train,val,train,train
22q11DSSlide160.png,128.674,91.716,412.582,432.744,190.397,239.789,321.718,239.884,245.929,304.506,200.376,352.932,311.652,353.485,0.779,train,train,train,train,val
22q11DSSlide161.png,79.524,98.403,377.192,450.857,192.749,237.279,321.043,243.595,276.416,296.445,221.747,372.385,308.756,376.214,0.735,val,train,train,train,train
22q11DSSlide162.png,126.622,80.443,415.886,447.483,190.461,239.453,319.52,235.183,245.949,309.819,210.235,381.667,295.265,378.255,0.717,train,train,train,val,train
22q11DSSlide163.png,108.784,67.84,385.612,434.101,193.44,242.294,319.424,239.193,264.408,315.372,219.826,376.053,301.619,372.61,0.78,train,train,val,train,train
22q11DSSlide164.png,109.114,93.078,390.518,421.362,190.88,240.968,320.448,241.841,259.974,291.913,214.61,361.65,299.098,361.428,0.814,train,val,train,train,train
22q11DSSlide165.png,116.245,85.808,381.274,446.219,193.48,242.404,319.662,241.829,261.621,313.43,200.838,358.992,313.184,357.688,0.786,train,train,val,train,train
22q11DSSlide166.png,94.747,85.072,380.941,434.249,190.374,240.243,319.24,247.581,266.046,277.759,211.554,354.411,307.658,360.279,0.776,val,train,train,train,train
22q11DSSlide167.png,145.782,105.049,396.835,458.989,194.349,242.736,317.187,242.754,244.045,297.584,201.497,364.623,308.612,364.607,0.836,train,train,train,train,val
22q11DSSlide168.png,109.316,91.05,409.862,444.157,190.959,243.12,326.277,245.187,258.236,303.079,205.515,360.41,318.816,361.635,0.726,train,train,train,val,train
22q11DSSlide169.png,101.97,99.096,371.903,444.506,191.677,241.156,321.827,243.046,269.66,307.034,197.151,360.174,313.055,360.889,0.759,train,train,train,train,val
22q11DSSlide170.png,116.822,100.591,399.608,463.889,191.139,239.299,317.736,237.242,251.496,313.212,199.075,367.81,306.265,366.914,0.74,val,train,train,train,train
22q11DSSlide171.png,116.434,121.118,389.643,432.817,192.202,241.127,318.085,241.52,256.035,316.009,202.874,352.547,304.671,353.806,0.799,train,val,train,train,train
22q11DSSlide172.png,120.673,79.199,389.554,431.424,191.94,241.046,318.6,242.803,255.784,286.249,207.716,351.88,307.081,352.189,0.868,train,val,train,train,train
22q11DSSlide173.png,126.218,112.207,363.93,482.21,199.619,239.532,316.99,237.109,269.757,316.419,212.146,387.14,312.956,384.555,0.804,train,train,train,val,train
22q11DSSlide174.png,110.981,107.298,399.098,489.15,191.033,242.508,315.24,242.246,254.554,301.619,210.956,377.696,308.423,376.877,0.838,train,train,val,train,train
22q11DSSlide175.png,116.93,79.586,398.413,429.471,189.869,241.91,320.436,239.902,256.091,314.751,209.989,359.22,311.646,356.228,0.801,val,train,train,train,train
22q11DSSlide176.png,102.083,73.078,407.494,431.308,188.211,245.189,319.611,240.953,254.321,304.493,206.508,358.351,302.934,354.617,0.807,train,train,val,train,train
22q11DSSlide177.png,127.136,62.095,427.82,480.729,194.634,240.11,333.296,248.297,247.143,323.949,197.339,366.44,315.065,374.873,0.751,train,train,train,val,train
22q11DSSlide178.png,138.561,146.107,391.765,472.105,193.6,266.517,302.833,259.54,240.738,324.643,203.776,387.013,303.661,381.636,0.808,train,train,train,train,val
