image_name,bb_x1,bb_y1,bb_x2,bb_y2,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,score
22q11DSSlide49.png,128.126,98.794,387.086,434.979,192.561,239.025,318.120,240.593,255.137,295.790,199.167,353.822,315.847,353.707,0.826
22q11DSSlide50.png,114.730,76.817,376.829,407.163,191.964,239.844,317.143,240.980,260.296,302.479,215.003,360.694,294.353,359.820,0.706
22q11DSSlide51.png,138.374,73.983,402.203,436.096,192.301,240.487,320.953,240.617,248.510,311.924,201.882,355.392,316.859,355.426,0.821
22q11DSSlide52.png,132.413,83.668,374.462,419.244,195.835,238.809,315.442,239.362,257.009,296.496,211.139,360.099,298.628,359.234,0.867
22q11DSSlide53.png,119.524,87.307,386.425,432.962,192.414,242.878,317.347,243.470,256.705,308.877,208.347,359.794,305.323,359.177,0.853
22q11DSSlide54.png,115.027,89.209,395.642,453.279,191.767,240.348,320.412,240.267,257.151,308.720,216.068,380.637,300.272,380.366,0.765
22q11DSSlide55.png,121.402,106.818,395.949,412.194,190.704,242.820,315.289,240.914,251.031,286.747,214.363,351.469,295.687,349.534,0.805
22q11DSSlide56.png,123.099,69.945,403.997,463.874,191.805,239.057,322.634,238.820,254.074,303.026,203.198,370.449,314.614,369.932,0.799
22q11DSSlide57.png,113.651,72.641,407.753,445.886,188.222,239.745,322.606,239.589,253.044,295.342,213.649,374.912,302.265,374.039,0.829
22q11DSSlide58.png,43.132,25.952,391.068,451.667,187.976,237.218,340.338,247.207,296.006,297.237,217.161,376.017,323.440,382.239,0.729
22q11DSSlide59.png,76.903,64.328,386.258,435.136,186.787,238.006,330.845,243.089,278.096,289.243,217.088,369.989,317.462,372.056,0.700
22q11DSSlide60.png,124.761,98.024,394.610,465.446,191.789,239.066,321.158,237.583,253.548,307.389,202.500,365.585,303.187,366.234,0.813
22q11DSSlide61.png,101.105,85.628,378.500,473.389,193.786,237.708,319.770,236.324,269.787,318.419,213.109,381.360,309.073,379.160,0.757
22q11DSSlide62.png,122.688,75.865,387.585,451.751,192.041,240.344,322.368,236.511,259.908,318.470,211.472,380.944,302.790,378.020,0.800
22q11DSSlide63.png,-2.096,124.960,482.097,469.338,214.310,424.818,189.900,250.084,294.686,380.158,393.092,391.011,389.753,241.198,0.776
22q11DSSlide64.png,121.750,114.546,394.784,445.109,193.500,239.673,322.439,236.221,258.640,321.771,215.076,381.157,299.245,378.607,0.743
22q11DSSlide65.png,103.163,62.870,373.457,430.849,189.601,240.312,316.902,238.833,263.255,318.887,213.626,374.720,297.569,373.645,0.699
22q11DSSlide66.png,78.277,79.318,456.958,503.783,186.135,240.275,358.207,263.100,263.560,380.895,188.429,421.297,294.641,440.694,0.741
22q11DSSlide67.png,129.189,50.633,406.322,444.111,193.030,240.076,325.465,240.349,254.578,314.858,219.712,379.582,299.722,379.839,0.766
22q11DSSlide68.png,138.822,113.993,400.258,428.439,192.336,240.363,317.967,240.282,245.711,296.996,214.838,361.916,300.595,362.297,0.749
22q11DSSlide69.png,118.366,79.132,380.996,424.574,193.571,238.079,320.815,241.426,261.216,310.187,213.912,371.196,298.284,372.835,0.821
22q11DSSlide70.png,110.918,56.033,412.046,422.489,180.490,243.039,322.794,234.372,249.497,288.031,210.213,360.756,306.857,354.421,0.668
22q11DSSlide71.png,115.162,56.667,400.481,420.832,193.074,240.118,318.608,239.909,255.667,302.823,218.717,360.206,300.002,359.436,0.739
22q11DSSlide72.png,118.585,109.247,392.741,451.708,195.887,238.916,318.635,239.085,258.087,313.408,219.291,376.977,291.471,377.111,0.786
22q11DSSlide73.png,119.404,81.479,390.502,445.584,194.849,241.196,324.539,244.809,261.519,300.575,206.078,367.799,309.393,369.921,0.843
22q11DSSlide74.png,137.123,87.819,418.182,408.272,191.143,242.756,318.864,241.818,243.037,292.624,205.348,355.040,300.714,355.208,0.730
22q11DSSlide75.png,128.183,80.800,388.514,442.829,188.148,241.579,316.206,240.753,249.518,285.610,214.195,370.065,294.907,368.268,0.850
22q11DSSlide76.png,106.582,84.946,365.187,437.276,194.780,241.229,316.970,241.677,267.659,324.891,214.378,379.800,296.625,380.021,0.785
22q11DSSlide77.png,109.949,82.544,370.442,435.487,193.325,243.718,316.198,244.871,265.042,302.904,214.126,371.870,302.542,371.104,0.801
22q11DSSlide78.png,149.513,100.990,385.034,438.246,199.901,241.450,313.435,239.928,249.566,310.048,216.753,376.875,291.065,376.118,0.741
22q11DSSlide79.png,119.615,74.206,372.438,424.829,192.547,245.570,318.807,238.848,264.856,322.280,207.716,365.640,310.629,358.888,0.784
22q11DSSlide80.png,109.787,95.626,409.076,444.299,189.384,243.006,324.308,235.987,258.573,304.144,217.849,372.189,306.971,367.165,0.736
22q11DSSlide81.png,133.871,70.517,382.367,446.977,186.528,239.065,317.007,238.258,246.410,306.328,204.415,374.951,292.103,375.002,0.854
22q11DSSlide82.png,136.489,105.079,424.981,435.138,190.692,236.748,324.943,241.285,243.123,313.230,209.512,372.757,300.320,377.280,0.693
22q11DSSlide84.png,106.296,126.054,392.243,433.778,190.596,242.789,325.619,243.629,264.114,312.947,216.444,373.361,296.645,373.390,0.602
22q11DSSlide85.png,136.959,107.632,394.819,422.348,191.659,241.443,319.631,241.842,248.511,310.504,214.608,370.391,294.429,371.116,0.727
22q11DSSlide86.png,122.673,90.031,393.892,403.667,189.131,242.597,315.195,239.994,250.854,294.084,212.940,350.249,300.531,347.446,0.748
22q11DSSlide87.png,121.348,79.338,373.542,430.358,196.262,239.076,317.689,243.340,261.531,288.075,216.124,362.119,297.544,363.874,0.867
22q11DSSlide88.png,95.781,78.248,361.605,432.780,193.649,241.969,317.745,243.399,272.782,305.853,217.941,364.246,305.024,363.712,0.839
22q11DSSlide89.png,107.081,82.056,393.654,426.860,189.021,242.406,318.825,241.484,259.983,294.963,221.237,369.724,306.244,367.250,0.794
22q11DSSlide90.png,121.807,103.662,399.000,428.801,189.190,240.835,322.787,241.605,254.114,291.316,215.865,368.524,305.133,368.315,0.794
22q11DSSlide91.png,108.774,66.018,465.598,466.713,181.921,258.645,348.294,259.873,250.589,335.129,203.593,398.203,321.610,400.095,0.705
22q11DSSlide92.png,129.535,90.084,412.297,442.153,183.243,267.071,320.224,263.379,240.317,304.156,204.857,382.021,300.655,379.313,0.715
22q11DSSlide93.png,104.784,67.157,391.527,421.873,184.898,241.910,320.003,244.148,256.787,303.719,211.809,368.028,298.093,368.024,0.679
22q11DSSlide94.png,124.532,121.938,381.178,474.324,193.661,241.259,320.263,241.096,260.740,317.721,204.027,371.100,313.360,370.551,0.868
22q11DSSlide95.png,118.054,104.755,394.304,452.655,189.442,239.098,322.140,240.751,256.092,322.793,194.974,371.551,315.289,373.469,0.831
22q11DSSlide96.png,125.634,94.715,373.458,407.237,194.373,243.413,318.475,245.392,262.379,293.519,214.286,342.074,309.692,341.571,0.827
22q11DSSlide97.png,141.385,143.927,350.510,434.530,190.278,245.669,314.069,245.228,256.091,309.894,204.170,357.169,304.742,355.704,0.895
22q11DSSlide98.png,132.901,70.148,358.409,440.379,200.708,239.544,310.816,236.176,263.285,318.457,223.888,379.552,293.942,376.409,0.811
22q11DSSlide99.png,130.188,90.153,403.180,436.967,193.866,242.008,333.851,242.278,260.842,290.835,217.554,365.630,306.671,366.644,0.800
22q11DSSlide100.png,128.781,86.208,422.255,444.924,188.911,241.410,317.660,241.400,240.266,311.826,207.341,369.116,301.363,369.391,0.738
22q11DSSlide101.png,135.518,95.725,389.266,409.259,193.560,240.973,317.832,241.166,252.739,301.541,211.086,349.934,309.364,348.843,0.819
22q11DSSlide102.png,119.850,86.386,403.791,436.436,190.243,241.431,319.029,237.828,250.938,297.599,215.158,367.328,295.765,364.646,0.813
22q11DSSlide103.png,90.718,64.285,435.074,467.689,188.589,251.866,343.362,252.713,268.770,328.272,218.796,396.226,320.694,396.961,0.745
22q11DSSlide104.png,128.581,78.328,430.377,447.429,192.724,246.032,338.428,252.688,254.756,318.569,210.255,381.969,303.875,387.853,0.775
22q11DSSlide105.png,120.527,84.035,385.771,430.326,192.735,239.036,315.402,240.192,255.010,288.337,214.961,361.786,297.434,361.611,0.883
22q11DSSlide106.png,120.165,65.150,384.797,438.369,192.258,240.204,317.504,237.483,257.775,309.343,210.574,372.827,303.678,369.804,0.849
22q11DSSlide107.png,101.288,126.111,389.848,446.365,187.826,238.603,321.228,235.855,262.344,319.627,211.797,382.235,295.394,379.425,0.676
22q11DSSlide108.png,124.658,78.159,388.575,462.572,191.564,240.772,316.963,242.524,253.978,290.532,215.569,375.782,300.984,376.175,0.793
22q11DSSlide109.png,125.312,98.416,372.689,443.222,195.830,239.848,316.283,241.772,260.629,291.121,215.738,367.981,296.850,368.866,0.789
22q11DSSlide110.png,132.037,99.661,382.190,421.775,192.440,243.230,318.060,241.939,256.074,311.835,217.258,374.965,297.972,372.572,0.824
22q11DSSlide111.png,118.432,92.875,387.444,427.190,190.194,239.559,317.790,240.666,255.159,304.056,214.833,363.711,295.597,364.268,0.838
22q11DSSlide112.png,109.172,101.500,386.439,445.374,190.629,237.793,319.693,243.314,259.310,281.962,210.746,360.388,302.879,364.108,0.807
22q11DSSlide113.png,136.855,93.392,394.865,419.249,194.041,238.800,319.051,237.427,251.429,291.227,214.439,364.543,297.941,362.950,0.786
22q11DSSlide114.png,136.902,93.538,403.318,438.811,188.572,243.075,318.286,239.152,243.146,281.984,204.477,372.808,296.488,369.500,0.781
22q11DSSlide115.png,120.597,97.288,393.582,438.122,190.914,249.795,321.589,249.482,255.252,287.360,213.060,368.702,299.297,368.454,0.806
22q11DSSlide116.png,120.027,75.091,396.897,412.162,189.676,243.924,321.778,243.268,256.126,322.282,217.801,369.855,297.083,369.492,0.698
22q11DSSlide117.png,101.536,47.722,382.000,436.272,188.098,240.652,319.714,241.009,261.968,314.796,210.472,372.617,303.318,370.996,0.692
22q11DSSlide118.png,118.591,55.024,396.491,430.628,187.937,240.128,318.975,237.492,253.817,313.307,215.352,375.013,298.533,371.891,0.742
22q11DSSlide119.png,137.395,63.625,393.484,430.792,190.794,239.355,314.941,237.620,246.494,297.755,212.403,368.595,295.492,366.718,0.825
22q11DSSlide120.png,138.555,76.993,384.292,427.341,192.902,243.101,316.518,240.553,252.630,303.632,198.037,354.038,316.250,350.447,0.871
22q11DSSlide121.png,145.042,73.251,405.866,463.959,192.116,241.311,314.316,235.442,239.949,299.630,206.022,384.064,297.152,379.170,0.805
22q11DSSlide122.png,136.347,101.822,385.264,431.078,194.281,242.384,317.637,241.175,253.257,291.357,207.521,361.370,304.987,359.694,0.863
22q11DSSlide123.png,120.285,86.913,405.024,427.492,185.050,238.583,324.478,233.654,252.928,281.277,209.529,359.517,310.919,355.244,0.815
22q11DSSlide124.png,118.124,86.086,434.063,440.778,190.091,245.729,346.896,253.823,260.322,312.180,204.682,376.147,311.717,383.199,0.753
22q11DSSlide125.png,120.918,65.420,425.407,449.156,182.702,240.919,321.460,237.922,240.364,304.426,202.849,378.448,298.489,376.049,0.792
22q11DSSlide126.png,130.512,69.891,395.356,437.368,191.289,240.750,323.212,240.087,253.907,302.163,215.679,373.331,300.731,372.295,0.848
22q11DSSlide127.png,118.924,81.039,375.566,429.801,193.888,238.430,319.113,240.615,262.092,296.677,216.085,367.142,301.886,366.835,0.835
22q11DSSlide128.png,110.913,89.325,469.508,509.050,225.746,241.906,369.055,308.693,256.626,320.770,171.896,377.656,287.225,433.971,0.779
22q11DSSlide129.png,121.938,113.915,375.464,415.736,196.656,242.257,319.923,247.797,263.903,284.022,215.935,350.534,304.439,354.064,0.808
22q11DSSlide130.png,121.834,86.834,413.674,459.363,191.886,241.093,320.536,241.152,248.583,288.732,204.295,364.233,305.558,364.388,0.716
22q11DSSlide131.png,100.906,71.387,383.718,432.838,191.422,238.249,319.726,242.666,264.413,295.562,219.014,366.495,302.376,368.129,0.784
22q11DSSlide132.png,118.382,73.191,382.439,425.630,193.758,241.673,320.133,239.123,262.181,306.144,217.308,362.597,297.149,359.275,0.787
22q11DSSlide133.png,131.359,122.299,405.069,402.888,191.690,242.741,316.531,243.094,244.948,303.303,210.132,346.619,301.181,346.900,0.768
22q11DSSlide134.png,123.943,99.492,431.274,436.768,183.659,249.119,325.868,240.789,245.283,315.603,208.695,382.175,303.904,376.394,0.679
22q11DSSlide135.png,102.843,96.613,396.641,433.759,189.010,241.886,319.843,243.901,256.728,300.267,202.999,357.800,302.833,359.110,0.750
22q11DSSlide136.png,105.392,100.267,424.170,432.810,193.699,253.151,336.988,256.920,265.776,298.851,220.637,370.724,316.420,373.628,0.693
22q11DSSlide137.png,106.124,55.022,386.982,440.050,188.661,242.819,319.122,240.026,260.824,315.040,202.454,365.624,310.647,362.099,0.778
22q11DSSlide138.png,105.528,94.922,385.157,417.524,192.204,240.796,316.245,242.584,261.333,288.759,215.338,358.255,299.267,358.398,0.759
22q11DSSlide139.png,117.820,90.913,387.627,420.345,191.799,242.231,320.110,242.940,258.960,308.139,217.533,368.014,297.878,367.999,0.748
22q11DSSlide140.png,106.080,85.623,389.727,452.216,190.135,241.930,321.572,242.432,261.668,291.816,204.753,365.469,310.193,364.997,0.754
22q11DSSlide141.png,117.350,70.303,381.628,442.142,193.082,244.450,319.495,242.092,262.290,311.986,218.578,378.573,300.356,375.526,0.789
22q11DSSlide142.png,102.599,95.154,381.689,428.332,188.933,245.173,321.110,246.935,264.870,301.293,210.574,361.999,307.245,361.582,0.742
22q11DSSlide143.png,116.570,91.492,401.388,415.294,193.105,240.750,316.206,242.045,251.927,281.758,209.613,344.971,300.767,346.234,0.773
22q11DSSlide144.png,127.441,77.562,405.083,412.102,187.923,240.773,320.665,239.848,249.334,304.721,215.979,364.080,300.173,362.693,0.665
22q11DSSlide145.png,106.051,69.783,387.409,435.374,189.770,240.280,319.728,239.817,261.408,303.205,218.183,373.422,299.862,371.440,0.780
22q11DSSlide146.png,123.797,84.493,384.369,450.830,192.677,244.989,317.901,243.442,258.482,303.500,206.225,357.633,314.309,355.421,0.774
22q11DSSlide147.png,130.158,72.969,396.843,430.720,189.740,241.690,318.282,238.290,250.320,306.999,199.423,362.585,310.693,359.838,0.863
22q11DSSlide148.png,128.504,79.605,384.812,432.851,194.309,241.613,319.242,238.079,259.646,319.368,218.855,379.191,300.899,376.066,0.787
22q11DSSlide149.png,120.673,92.562,383.889,429.791,192.128,242.213,318.215,241.590,257.438,302.087,212.819,369.474,298.860,368.316,0.836
22q11DSSlide151.png,134.248,76.940,408.515,446.551,191.123,240.240,321.969,238.490,247.914,308.116,207.562,367.610,308.746,366.624,0.788
22q11DSSlide152.png,118.865,95.950,378.237,419.760,191.837,241.653,318.767,241.137,260.591,301.312,204.579,359.614,308.831,357.262,0.845
22q11DSSlide153.png,125.727,85.407,393.406,437.047,194.678,239.650,323.628,238.485,259.700,322.399,216.987,378.589,303.586,377.677,0.810
22q11DSSlide154.png,128.349,85.771,398.139,434.078,196.802,240.070,319.498,240.764,255.017,300.161,218.306,366.327,299.808,366.819,0.824
22q11DSSlide155.png,126.046,103.591,396.133,445.472,191.264,242.078,318.055,240.887,250.971,315.863,208.425,366.143,303.339,365.348,0.680
22q11DSSlide156.png,127.502,76.915,415.072,436.551,190.203,241.739,320.675,240.887,246.773,299.787,209.651,364.273,305.823,363.244,0.788
22q11DSSlide157.png,141.189,81.144,443.676,469.147,192.159,242.221,320.783,239.446,230.243,303.575,205.193,375.354,300.280,374.304,0.743
22q11DSSlide158.png,58.277,73.536,363.401,446.956,191.270,239.789,318.959,246.284,285.103,295.806,212.397,366.447,302.480,370.958,0.686
22q11DSSlide159.png,134.205,75.459,448.593,478.734,184.311,240.402,318.946,238.133,226.939,321.203,202.025,381.833,313.812,380.207,0.725
22q11DSSlide160.png,128.674,91.716,412.582,432.744,190.397,239.789,321.718,239.884,245.929,304.506,200.376,352.932,311.652,353.485,0.779
22q11DSSlide161.png,79.524,98.403,377.192,450.857,192.749,237.279,321.043,243.595,276.416,296.445,221.747,372.385,308.756,376.214,0.735
22q11DSSlide162.png,126.622,80.443,415.886,447.483,190.461,239.453,319.520,235.183,245.949,309.819,210.235,381.667,295.265,378.255,0.717
22q11DSSlide163.png,108.784,67.840,385.612,434.101,193.440,242.294,319.424,239.193,264.408,315.372,219.826,376.053,301.619,372.610,0.780
22q11DSSlide164.png,109.114,93.078,390.518,421.362,190.880,240.968,320.448,241.841,259.974,291.913,214.610,361.650,299.098,361.428,0.814
22q11DSSlide165.png,116.245,85.808,381.274,446.219,193.480,242.404,319.662,241.829,261.621,313.430,200.838,358.992,313.184,357.688,0.786
22q11DSSlide166.png,94.747,85.072,380.941,434.249,190.374,240.243,319.240,247.581,266.046,277.759,211.554,354.411,307.658,360.279,0.776
22q11DSSlide167.png,145.782,105.049,396.835,458.989,194.349,242.736,317.187,242.754,244.045,297.584,201.497,364.623,308.612,364.607,0.836
22q11DSSlide168.png,109.316,91.050,409.862,444.157,190.959,243.120,326.277,245.187,258.236,303.079,205.515,360.410,318.816,361.635,0.726
22q11DSSlide169.png,101.970,99.096,371.903,444.506,191.677,241.156,321.827,243.046,269.660,307.034,197.151,360.174,313.055,360.889,0.759
22q11DSSlide170.png,116.822,100.591,399.608,463.889,191.139,239.299,317.736,237.242,251.496,313.212,199.075,367.810,306.265,366.914,0.740
22q11DSSlide171.png,116.434,121.118,389.643,432.817,192.202,241.127,318.085,241.520,256.035,316.009,202.874,352.547,304.671,353.806,0.799
22q11DSSlide172.png,120.673,79.199,389.554,431.424,191.940,241.046,318.600,242.803,255.784,286.249,207.716,351.880,307.081,352.189,0.868
22q11DSSlide173.png,126.218,112.207,363.930,482.210,199.619,239.532,316.990,237.109,269.757,316.419,212.146,387.140,312.956,384.555,0.804
22q11DSSlide174.png,110.981,107.298,399.098,489.150,191.033,242.508,315.240,242.246,254.554,301.619,210.956,377.696,308.423,376.877,0.838
22q11DSSlide175.png,116.930,79.586,398.413,429.471,189.869,241.910,320.436,239.902,256.091,314.751,209.989,359.220,311.646,356.228,0.801
22q11DSSlide176.png,102.083,73.078,407.494,431.308,188.211,245.189,319.611,240.953,254.321,304.493,206.508,358.351,302.934,354.617,0.807
22q11DSSlide177.png,127.136,62.095,427.820,480.729,194.634,240.110,333.296,248.297,247.143,323.949,197.339,366.440,315.065,374.873,0.751
22q11DSSlide178.png,138.561,146.107,391.765,472.105,193.600,266.517,302.833,259.540,240.738,324.643,203.776,387.013,303.661,381.636,0.808
22q11DSSlide179.png,133.409,96.547,455.143,466.041,192.242,250.090,332.902,238.744,248.564,321.834,217.586,381.005,334.110,372.788,0.701
22q11DSSlide180.png,130.298,112.444,391.814,433.900,194.309,242.209,317.331,240.700,252.882,304.157,210.058,364.152,300.568,363.725,0.746
22q11DSSlide181.png,96.844,98.676,398.185,457.852,192.454,243.209,319.391,245.413,262.822,289.202,214.603,366.320,305.519,367.841,0.769
22q11DSSlide182.png,115.892,69.954,394.541,460.800,190.430,235.111,324.259,238.488,256.566,334.233,206.838,379.214,305.274,381.291,0.718
22q11DSSlide183.png,120.722,62.252,395.593,466.368,192.394,240.166,320.173,238.928,256.324,314.043,209.033,382.463,305.291,381.243,0.809
22q11DSSlide184.png,86.911,86.766,396.822,453.205,193.837,240.903,330.922,254.202,277.660,268.785,205.884,354.525,319.127,365.051,0.689
22q11DSSlide185.png,87.548,96.194,368.651,494.973,184.342,260.684,316.017,241.945,278.308,332.421,217.790,403.011,320.180,385.645,0.807
22q11DSSlide186.png,133.673,122.342,378.640,463.816,193.048,255.406,311.471,254.030,249.553,333.667,214.710,390.346,291.560,389.800,0.730
22q11DSSlide187.png,124.528,94.854,380.214,440.483,192.766,241.371,320.598,241.890,259.290,312.559,211.650,373.191,301.947,372.921,0.820
22q11DSSlide188.png,157.794,131.700,387.193,448.436,198.106,239.826,311.154,239.612,242.749,323.182,216.851,383.595,288.560,383.426,0.833
22q11DSSlide189.png,142.982,129.872,380.222,458.514,198.302,248.975,313.433,247.931,252.573,308.925,216.417,380.688,294.297,379.995,0.860
22q11DSSlide190.png,124.003,119.012,390.281,466.335,191.825,240.448,319.201,237.532,254.138,329.371,214.238,388.902,293.645,387.250,0.804
22q11DSSlide191.png,126.157,103.993,385.943,434.524,191.441,245.988,321.769,245.060,257.650,308.213,215.430,376.733,300.068,375.367,0.811
22q11DSSlide192.png,137.370,105.661,381.536,429.851,192.143,247.897,322.016,245.943,257.694,325.035,217.516,379.366,303.706,377.466,0.792
22q11DSSlide193.png,125.682,62.797,387.675,433.937,190.324,239.318,320.117,238.479,256.198,318.202,218.643,376.426,299.395,374.711,0.842
22q11DSSlide194.png,136.392,84.101,380.314,427.990,193.232,238.014,318.581,239.658,253.533,309.608,214.834,368.408,294.904,369.055,0.866
22q11DSSlide195.png,108.776,77.422,372.341,460.202,193.382,240.259,317.635,239.896,265.970,314.425,203.509,372.464,305.494,371.995,0.754
22q11DSSlide196.png,117.326,105.147,390.948,446.185,190.514,240.622,319.124,240.028,254.855,320.723,207.339,371.577,299.243,371.472,0.723
22q11DSSlide197.png,96.719,87.794,385.787,468.368,190.083,241.871,322.198,239.363,267.078,335.542,197.463,375.075,313.684,372.705,0.766
22q11DSSlide198.png,135.045,88.615,400.904,460.807,193.351,236.600,319.329,234.708,248.607,313.784,212.548,380.486,298.676,380.292,0.795
